121.041 10.115 nan
-2.9944 706.98 0.224495
2.9832 570.325 -1.76245
168.114 -4.985 0.752733
215.935 10.115 4.59309
-0.0056 258.51 3.04099
3.7304 162.625 -268.416
-1.5 221.515 0.788
1.4888 342.315 1.75875
60.5176 8.605 nan
3.7304 340.805 -1.234
1001.99 8.605 -2.18884
713.57 10.115 -0.204967
279.447 9.36 -0.261588
-7.4776 228.31 -0.260932
-5.236 693.39 91.1132
68.7368 8.605 nan
251.054 1.055 -7.1493
100.119 6.34 nan
1.4888 672.25 1.35826
2.9832 1265.68 635.154
2.236 797.58 -0.203976
47.068 7.85 nan
1295.64 -5.74 0.614329
384.055 6.34 -5.58468
69.484 5.585 nan
1309.09 1.055 2.15226
3.7304 417.815 2.99246
794.268 0.3 1.49075
242.834 -2.72 2.523
-0.0056 115.06 nan
1.4888 960.66 0.744737
-0.7528 100.715 nan
985.551 4.075 2.38156
-1.5 183.01 -0.827487
-1.5 691.125 1.05497
0.7416 925.175 1.24469
-4.4888 314.38 650.391
171.103 9.36 -12.2865
-6.7304 555.98 2.72747
1259.03 9.36 0.195972
381.066 -5.74 3.20426
-4.4888 585.425 2.11474
-6.7304 64.475 nan
484.927 8.605 -28.0564
3.7304 984.065 0.650093
315.313 8.605 -3.44798
251.801 10.115 6.41681
-5.9832 947.825 585.894
2.236 195.09 10.5323
1.4888 31.255 nan
3.7304 647.335 -0.377482
2.9832 187.54 -1.79156
-0.7528 1310.98 2.6529
275.711 0.3 -3.8526
3.7304 242.655 -1.42236
222.66 215.475 1.60029
270.481 10.115 328.527
0.7416 381.575 -2.44227
130.754 0.3 nan
288.414 -3.475 3.02805
3.7304 722.08 -0.617277
295.886 -1.965 -4.82359
-0.7528 124.875 nan
100.866 1.81 nan
2.236 1257.38 2.64807
-0.7528 136.955 -282.206
414.69 7.85 0.470899
1.4888 1317.78 3.17589
1.4888 1036.92 2.69877
1.4888 486.52 -1.21731
2.9832 452.545 4.12542
666.497 -4.985 -0.914609
441.59 4.075 -1.7267
1053.55 0.3 -0.89248
134.49 9.36 -16.8276
94.8888 10.115 nan
-6.7304 1243.79 1.10652
860.022 6.34 -250.142
-5.236 770.4 -0.678049
276.458 3.32 -2.83889
313.818 -1.965 4.1315
2946.2 1.055 4.58476
-0.0056 1031.63 3.65097
1229.14 1.81 -247.917
2.9832 494.07 2.83588
-6.7304 417.06 4.45365
1.4888 1318.53 1.21129
398.252 6.34 -2.07894
420.668 2.565 -0.149933
-0.0056 136.2 -14.2217
43.332 -0.455 nan
510.332 7.095 -0.610016
0.7416 408.755 -2.84598
480.444 10.115 0.654492
327.268 -4.985 12.1625
145.698 5.585 -3.38175
2.9832 99.96 nan
1.4888 796.825 3.23382
-5.9832 466.135 -0.0710417
3.7304 462.36 3.06363
2.9832 1069.38 1.90583
3.7304 888.935 -0.239981
-1.5 1199.24 3.09975
376.583 4.075 -0.0959055
-6.7304 1325.33 4.44007
1279.95 -2.72 2.01715
129.26 1.81 nan
558.9 198.11 -1.41654
1198.5 7.85 -0.839994
987.046 -2.72 0.423064
158.401 0.3 9.36238
516.31 5.585 2.67501
3.7304 284.18 -32.7988
0.7416 389.88 5.3677
270.481 -3.475 7.0048
3.7304 917.625 -0.0373706
0.7416 745.485 -0.404047
2.9832 934.99 0.573607
-0.7528 272.1 1.65949
147.193 4.075 -16.1892
-1.5 169.42 -41.0936
3.7304 246.43 -2.45822
1.4888 94.675 nan
3.7304 995.39 1.70581
375.836 8.605 -0.359116
2.236 169.42 2.94038
-1.5 229.82 -2.63031
3.7304 319.665 -4.54475
124.03 -4.23 nan
976.585 -1.965 -0.87381
1549.69 3.32 -246.538
268.986 4.83 3.74449
70.9784 10.115 nan
-0.0056 1286.07 3.02982
767.369 -1.21 -3.9021
-5.236 1236.99 1.56542
222.66 0.3 6.52029
1230.63 0.3 1.04227
-4.4888 824.005 0.254776
-2.2472 711.51 -1.94644
-0.0056 489.54 472.626
960.146 9.36 2.21736
179.322 7.85 -5.46343
187.542 189.805 311.859
227.143 -1.965 -1.56199
-0.0056 661.68 3.2176
-0.0056 841.37 -0.347908
421.415 6.34 -2.34947
-1.5 264.55 -1.11864
-0.0056 343.07 -1.41899
1.4888 481.235 -2.77689
177.828 7.85 7.3798
2.9832 1196.98 0.874302
3.7304 239.635 2.10728
148.687 7.85 -4.4767
1.4888 987.085 2.88331
212.946 -4.985 -36.4558
443.084 10.115 2.72819
-6.7304 362.7 -0.424991
2.236 309.095 -4.38212
203.233 7.85 0.674711
1.4888 722.08 0.366723
-4.4888 518.985 0.991508
2.9832 760.585 0.221134
398.999 4.075 0.888777
780.071 10.115 0.880226
3.7304 241.145 1.94204
-5.9832 285.69 -2.48435
-4.4888 29.745 nan
2.9832 1130.54 1.51007
0.7416 73.535 nan
0.7416 1124.5 0.493241
-0.0056 868.55 2.80921
88.9112 4.83 nan
-5.9832 281.16 2.75653
515.562 -4.23 2.1722
1017.68 6.34 0.860177
515.562 10.115 2.4182
3.7304 543.145 296.773
276.458 7.85 -5.54489
461.764 6.34 0.839563
1341.97 -3.475 0.824648
-5.236 462.36 -0.13437
157.654 859.49 -18.6191
-7.4776 252.47 0.790948
0.7416 1150.17 -0.106629
3.7304 1270.97 0.498808
3.7304 668.475 -0.156296
1046.07 1.055 0.785332
0.7416 436.69 3.10417
2.236 406.49 1.28996
-4.4888 196.6 8.45905
0.7416 106.755 nan
202.486 46.355 -2.83166
-6.7304 142.24 -0.581692
2.9832 262.285 -0.725759
255.537 3.32 -3.73804
180.817 -4.23 17.357
366.122 4.83 -2.55601
2.236 195.845 1.50112
77.7032 3.32 nan
811.454 7.85 2.12278
468.489 -2.72 1.93608
2.9832 69.76 nan
726.273 -1.965 -2.30045
2.9832 843.635 2.62149
0.7416 651.11 -3.28931
1031.88 9.36 1.43848
-1.5 2957.63 1.90014
200.991 4.075 8.1114
-0.0056 762.85 -4.92517
243.582 9.36 2.06995
-5.9832 996.145 -0.503447
493.894 -0.455 1.35718
237.604 8.605 -0.463222
529.759 -4.985 -1.07017
-0.0056 602.79 -0.383758
-0.0056 924.42 659.536
-0.0056 956.885 -0.510085
2.9832 264.55 1.34136
318.302 -1.21 -31.6461
70.9784 -4.23 nan
-7.4776 295.505 -0.16286
1093.9 9.36 1.55372
2.9832 287.2 5.68953
-0.0056 594.485 -4.664
-4.4888 594.485 -0.728
1267.25 1.055 2.20317
-0.0056 263.795 -3.85748
0.7416 191.315 -6.07177
404.977 9.36 1.01297
2.9832 600.525 1.80363
0.7416 426.12 0.692764
-1.5 29.745 nan
-7.4776 778.705 6.28068
673.969 9.36 2.35972
428.887 9.36 -1.22286
80.692 -1.965 nan
-3.7416 1271.72 3.20836
984.057 -2.72 1.88004
77.7032 -1.21 nan
-3.7416 694.145 1.57655
-0.0056 456.32 -1.71326
267.492 10.115 -5.42049
-6.7304 1260.39 737.956
-0.7528 287.2 -3.16647
186.794 4.075 -38.7727
0.7416 121.1 nan
461.764 -0.455 -0.636437
938.478 124.875 0.843186
395.263 7.095 1.0557
298.127 5.585 -4.99215
0.7416 198.11 1.21637
129.26 10.115 nan
375.089 8.605 6.26562
2.236 258.51 13.127
1.4888 815.7 0.188822
-3.7416 731.895 -2.00282
-4.4888 567.305 3.11932
0.7416 112.04 nan
0.7416 922.91 4.18112
163.631 0.3 5.83118
0.7416 253.98 -4.30318
-5.236 726.61 -1.31334
-2.2472 375.535 128.784
3.7304 456.32 -1.95926
811.454 -3.475 -2.30522
-5.236 260.02 2.37131
-5.9832 985.575 -0.0782885
486.422 8.605 -1.21885
0.7416 203.395 -2.75585
0.7416 1281.54 1.77861
0.7416 161.87 2.76523
-2.9944 1307.96 3.86908
511.079 0.3 405.301
942.214 6.34 -0.115673
-5.236 972.74 0.823396
-0.0056 300.79 2.23248
-5.236 872.325 3.57509
464.753 807.395 194.246
222.66 326.46 -7.25571
0.7416 520.495 0.521117
285.425 9.36 -1.01821
2.236 1226.42 1.75954
-7.4776 436.69 0.152168
542.462 -1.21 -3.35595
712.076 9.36 -1.94108
399.746 7.095 0.412452
0.7416 224.535 -1.23214
0.7416 106 nan
808.465 5.585 -1.34531
-0.7528 1041.45 0.0198539
-0.0056 232.085 4.88291
-5.236 144.505 -12.6402
117.305 9.36 nan
144.951 1.055 -4.51727
420.668 2.565 -255.252
268.986 5.585 -3.63551
821.914 -1.21 0.730247
2.9832 201.13 -3.19268
203.98 5.585 -2.2156
-0.7528 1291.35 4.53042
1244.83 -2.72 350.186
2.9832 488.785 -27.7499
-2.2472 358.17 4.13719
-0.0056 990.105 -1.03354
-5.9832 272.1 5.10349
843.583 4.83 3.11309
-0.0056 320.42 -3.78396
224.154 -4.23 -35.6962
2946.2 1740.58 5.32276
2.9832 189.05 5.74927
-5.236 412.53 0.427935
93.3944 3.32 nan
509.585 9.36 1.34701
131.502 -3.475 nan
-0.7528 906.3 -1.34643
-3.7416 159.605 -0.439661
282.436 7.85 -1.86873
235.362 0.3 0.888188
2.9832 146.77 5.50929
1008.71 7.85 -1.40907
-6.7304 359.68 1.96072
-5.9832 911.585 -249.769
986.298 6.34 -0.0736895
1023.66 -4.23 2.37269
-2.9944 479.725 2.36499
456.534 10.115 1.98042
-4.4888 414.04 0.950006
431.129 10.115 1.52521
-5.9832 574.1 -1.22304
641.092 1.81 -1.42859
207.716 0.3 -4.13088
799.498 8.605 -2.89424
211.452 -2.72 -2.12528
1.4888 269.08 4.97843
1.4888 265.305 -3.05399
3.7304 573.345 -252.89
0.7416 462.36 -2.10237
141.215 -2.72 -6.31131
880.196 -1.965 -2.51726
-7.4776 173.195 -3.11055
-2.9944 152.055 13.7284
1078.2 -2.72 558.163
176.334 6.34 -266.128
534.99 3.32 1.46226
-2.9944 349.865 2.94204
-7.4776 121.1 nan
703.11 -4.985 2.15543
-0.0056 21.44 nan
545.45 7.095 -4.05377
2.236 448.015 -2.10401
3.7304 1277.76 1.02286
404.977 5.585 1.01297
0.7416 657.905 634.168
690.407 10.115 -0.428091
2.9832 229.065 0.0305617
540.967 1.81 2.28184
299.622 9.36 7.85091
-0.0056 641.295 14.3176
543.209 2.565 5.51013
668.738 -2.72 1.3224
2.9832 321.175 -1.54727
-7.4776 62.965 nan
-0.0056 821.74 1.95887
-0.0056 201.885 2.77565
150.182 8.605 -3.1598
-0.7528 794.56 1.24716
-5.9832 60.7 nan
-3.7416 203.395 3.88615
280.942 4.075 1.51816
1.4888 767.38 -0.212003
-5.236 178.48 4.75962
3.7304 336.275 0.363915
546.198 1.055 1.61424
-0.0056 131.67 nan
75.4616 -3.475 nan
3.7304 308.34 -32.2044
-0.0056 186.785 -3.34972
1296.39 5.585 1.1098
-0.0056 318.155 4.01939
-0.0056 646.58 3.79645
-0.0056 265.305 261.642
544.703 4.83 -0.373785
100.866 4.075 nan
0.7416 404.98 -29.491
190.53 9.36 -4.18342
319.796 805.885 -5.52479
2.9832 1329.1 2.98106
240.593 7.095 2.89665
2.236 1224.91 -0.70791
0.7416 364.965 0.860072
427.393 -4.23 0.470923
3.7304 1322.31 3.44243
-1.5 512.19 0.647184
417.679 -1.21 -1.9302
794.268 -4.985 -0.723251
-0.7528 194.335 -4.54541
-6.7304 506.15 4.00226
-0.0056 882.14 2.66288
393.769 7.85 -0.698251
3.7304 324.195 1.74058
841.342 -4.23 2.35788
-0.0056 657.15 -0.519652
2.9832 252.47 -1.42305
179.322 7.095 2.16257
0.7416 313.625 -3.25454
132.249 8.605 nan
-6.7304 1243.79 0.860525
1.4888 1295.88 3.07544
274.217 6.34 511.211
370.606 10.115 0.50284
2946.2 2957.63 6.06076
205.474 10.115 8.23777
0.7416 545.41 -2.3323
0.7416 947.825 4.10386
-0.7528 918.38 -1.01614
34.3656 -3.475 nan
-0.7528 247.94 2.78358
-0.7528 758.32 3.15337
3.7304 1015.02 -0.386147
178.575 -4.985 -8.26598
268.986 1.81 -1.17551
0.7416 555.225 -0.480391
-6.7304 168.665 11.6704
3.7304 905.545 1.10826
789.785 1.81 -1.49839
800.993 6.34 0.807985
2.9832 1015.02 2.81185
2.9832 74.29 nan
-0.0056 1015.77 0.356461
0.7416 232.085 6.85091
0.7416 1024.08 -2.79075
-0.7528 57.68 nan
330.257 8.605 2.90059
0.7416 386.86 -2.32448
510.332 1.81 0.865984
2.236 1298.14 -0.112104
-0.0056 1226.42 2.98954
456.534 5.585 1.73442
-0.0056 161.87 -12.4868
479.697 -3.475 1.13455
234.615 0.3 -0.629951
-6.7304 75.045 nan
1076.71 -4.985 1.21004
541.714 0.3 5.24395
0.7416 394.41 0.791479
